Function,Agency,Fund Type,FP Category,Fund,Subfund,Subfund Name,2025-26  Estimates,2024-25  Estimates,2023-24  Actuals,2022-23  Actuals,2021-22  Actuals,2020-21  Actuals,2019-20  Actuals,2018-19  Actuals,2017-18  Actuals,2016-17  Actuals,2015-16  Actuals,2014-15  Actuals,2013-14  Actuals,2012-13  Actuals,2011-12  Actuals,2010-11  Actuals,2009-10  Actuals,2008-09  Actuals,2007-08  Actuals,2006-07  Actuals,2005-06  Actuals,2004-05  Actuals,2003-04  Actuals,2002-03  Actuals,2001-02  Actuals,2000-01  Actuals,1999-00  Actuals,1998-99  Actuals,1997-98  Actuals,1996-97  Actuals,1995-96  Actuals,1994-95  Actuals
Transportation,Governor's Traffic Safety Committee,Special Revenue Funds - Federal,Assistance and Grants,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"7,454","5,656"
Transportation,Governor's Traffic Safety Committee,Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,81,36
Transportation,Governor's Traffic Safety Committee,Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,523,7
Transportation,Metropolitan Transportation Authority,Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,30000,Capital Project,0 ,"68,000",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Transportation,Metropolitan Transportation Authority,Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300BN,CPF-Tran'05(Bon,0 ,0 ,"271,621",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"194,500","216,912","184,681","160,000","86,371",0 ,"25,000",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,Metropolitan Transportation Authority,Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300BN,CPF-Tran'05(Bon,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"183,600",0 ,0 ,0 ,0 ,0 ,0 ,"13,078",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,Metropolitan Transportation Authority,Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300CC,CPF - Auth Bond,"1,310,000","685,000",0 ,"1,129,000","2,870,000","1,369,634","544,486","739,514",0 ,"250,000",0 ,0 ,"62,519",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,Metropolitan Transportation Authority,Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CC,CPF - Auth Bond,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"87,481",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,Metropolitan Transportation Authority,Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300SF,CPF-Settlements,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"65,000",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CC,CPF - Auth Bond,"25,810","48,880",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Capital Projects Funds - Other,Capital Projects,Dedicated Highway and Bridge Trust Fund,30050,DHBTF,"355,570","352,146","361,648","321,233","306,032","308,560","258,277","227,603","221,992","217,109","189,879","182,073","194,828","182,756","186,910","204,814","208,105","207,174","188,669","179,763","169,726","130,383","114,358","14,708",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",General Fund,Assistance and Grants,Community Projects Fund,10251,Comm Proj AA,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,50,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",General Fund,Assistance and Grants,Local Assistance Account,10000,Local Assistnce,0 ,0 ,"1,250",0 ,0 ,0 ,0 ,375,"1,600",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,100,"1,201",999,"2,832"
Transportation,"Motor Vehicles, Department of",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,"7,888","2,888","1,757","1,443","1,357","1,781","2,084","1,984",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,55,54,0 ,0 ,74,99,-129,"15,499","31,824","31,916","37,973","37,479","33,618","27,985","45,041","48,239"
Transportation,"Motor Vehicles, Department of",General Fund,Personal Service,State Operations Account,10050,State Purposes,"9,980","9,980","9,231","9,371","9,115","9,475","8,478","8,318",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,144","1,155","91,043","92,294","92,383","85,141","87,051","81,046","78,740","56,227","60,581"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Federal,Assistance and Grants,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,"18,000","18,000","17,628","17,467","14,605","14,244","14,070","16,151","13,233","15,199","14,681","14,536","11,954","14,243","18,475","15,734","13,486","13,354","11,615","9,131","9,321","12,064","13,366","12,301","8,493","8,758","5,399","5,238","4,873","6,104",0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,"3,090","3,090","2,816","2,061","1,875","1,233","1,516",958,855,685,599,765,381,170,477,518,463,437,399,415,350,408,631,448,185,260,359,395,46,246,509,347
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Federal,Indirect Costs,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,408,408,79,225,155,159,197,100,98,210,142,104,53,20,94,110,133,123,86,78,54,69,162,116,0 ,97,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,"3,903","3,903","2,311","1,718","1,184","1,381","1,929","2,145","2,722","3,727","2,180",910,"2,532","3,687","2,052","1,865","2,495","1,493","1,563","1,543","1,475",982,296,659,"1,409",233,271,289,413,305,336,614
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,"4,795","4,795","4,118","3,580","3,065","3,092","3,232","1,627","1,463","1,357","1,203","1,161","1,113","1,046","1,200","1,319","1,115","1,106",884,843,925,"1,080",930,"1,606",967,918,996,988,480,797,"1,354","1,622"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25542,Cares Act,0 ,0 ,0 ,0 ,"1,251",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25542,Cares Act,0 ,0 ,0 ,0 ,"16,182",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25542,Cares Act,0 ,0 ,0 ,0 ,"2,167",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Capital Projects,Clean Air Fund,21452,Mobile Source,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,115,0 ,0 ,0 ,0 ,0 ,510,15,723,0 ,0 ,96,"2,014","2,680","2,309","4,577",687,151,330,144,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,Clean Air Fund,21452,Mobile Source,"11,485","11,485","10,563","10,524","9,736","9,745","9,972","12,552","9,705","9,342","8,855","8,398","11,072","9,715","10,043","10,906","8,320","9,894","9,262","7,762","6,099","6,179","4,329","3,970","3,627","2,566","3,000","2,532","1,683","1,158",889,494
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Indirect Costs,Clean Air Fund,21452,Mobile Source,532,532,430,512,438,440,536,637,423,426,485,349,652,502,694,795,733,903,754,650,477,-361,-357,-387,0 ,-298,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Clean Air Fund,21452,Mobile Source,"2,669","2,669","3,071","3,121","2,968","1,803","3,547","3,110","3,220","3,272","2,757","2,962","3,981","3,567","3,834","3,361","4,624","5,562","6,421","5,050","3,491","6,168","3,517","4,318","3,553","4,232","5,216","4,170","5,164","2,329","2,909","1,847"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,Clean Air Fund,21452,Mobile Source,"17,077","17,077","16,433","15,964","15,673","16,293","15,749","15,898","16,559","16,284","15,934","15,957","20,000","19,631","19,096","20,638","21,255","20,706","19,614","18,941","13,641","14,041","12,509","11,871","11,562","10,798","9,563","9,317","5,235","3,587","3,147","1,943"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,Dedicated Miscellaneous Special Revenue,WZSCA,Wrk Zone Sp Cam,663,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Indirect Costs,Dedicated Miscellaneous Special Revenue,WZSCA,Wrk Zone Sp Cam,30,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Dedicated Miscellaneous Special Revenue,WZSCA,Wrk Zone Sp Cam,707,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,Dedicated Miscellaneous Special Revenue,WZSCA,Wrk Zone Sp Cam,"1,100",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21906,DMV Seiz Assets,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,27,160,109,127,137,19,116,54,193,311,221,548,102,124,119,157,756,609,219,174,12,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,21976,Motorcycle Sfty,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,50,44,47,36,79,7,9,39,37,37,34,45,7,19,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,21976,Motorcycle Sfty,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,1,3,2,5,0 ,1,3,3,3,3,4,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21976,Motorcycle Sfty,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,105",776,"1,161","1,183","1,289","1,211",559,635,"1,162","1,249","1,151","1,459",776,"1,088","1,093","1,056",689,428,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,21976,Motorcycle Sfty,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,91,86,81,83,83,101,55,84,82,81,76,77,72,76,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219K8,Mail Reimburse,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,51,68,127,86,125,107
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,219T1,Trans Safety,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-14,22,0 ,2,0 ,0 ,0 ,0 ,0 ,"8,822","5,979"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,219T1,Trans Safety,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219T1,Trans Safety,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,014","20,891","21,161","21,398","16,376","21,165","21,254","21,142","22,352","8,113","10,977"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,219T1,Trans Safety,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,655,"23,443","24,887"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22011,Public Service,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22011,Public Service,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,41,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22011,Public Service,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,46,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22055,Traf Adjudicatn,"15,048","15,048","11,952","12,444","12,161","12,241","12,461","15,760","11,281","11,131","10,949","9,426","11,252","9,910","10,168","12,107","9,441","9,829","9,256","8,726","7,771","7,187","5,795","5,713","5,513","4,045","4,671","4,255","4,476","4,822","5,155","3,192"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22055,Traf Adjudicatn,690,690,487,615,547,553,697,791,495,507,649,349,657,442,720,885,853,906,903,726,553,580,684,705,0 ,572,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22055,Traf Adjudicatn,"6,580","6,580","12,060","9,603","8,919","8,536","8,851","8,901","8,757","9,355","9,028","9,077","9,747","9,002","10,417","8,981","8,921","8,887","9,238","8,439","8,655","8,345","8,884","7,135","7,786","7,490","6,876","6,398","6,101","6,651","5,672","5,463"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22055,Traf Adjudicatn,"22,181","22,181","18,583","19,225","19,636","20,520","20,504","19,550","19,685","19,372","19,530","19,506","20,306","20,291","20,176","21,626","22,152","21,305","20,245","19,492","17,680","17,812","16,130","17,321","17,061","16,594","15,352","15,610","14,185","14,117","13,856","13,663"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22084,Federal-Seized,38,38,0 ,0 ,0 ,0 ,0 ,0 ,3,336,238,7,0 ,41,0 ,0 ,3,38,32,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22087,DMV-Compulsory,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,422","4,650","4,450","4,391","4,398","4,337","4,698","3,968","3,803","3,759","3,409","3,170","2,978","2,418","2,130","1,460","1,640","1,455","1,637","1,558","1,713","1,034"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22087,DMV-Compulsory,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,261,179,283,194,340,365,363,371,377,317,255,263,340,298,0 ,207,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22087,DMV-Compulsory,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9,"1,088",884,"1,251","1,431","1,643","1,311","2,759","2,000","2,366","2,039","2,713","3,868","2,532","2,690","3,275","3,148","5,598","1,630","1,253","1,114","1,496","1,189"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22087,DMV-Compulsory,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"7,969","7,989","9,448","9,065","8,810","9,064","9,274","8,712","8,135","8,460","7,694","7,783","7,432","8,357","6,677","6,049","5,265","5,342","5,104","4,578","4,558","4,658"
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22094,Accid Prevent C,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,89,73,80,73,74,83,71,27,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22094,Accid Prevent C,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,1,4,4,5,6,6,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22094,Accid Prevent C,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,67,63,127,6,3,10,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22094,Accid Prevent C,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,(1),160,154,154,146,148,149,165,94,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22120,DISTINCTIVE PLA,9,9,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22120,DISTINCTIVE PLA,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22120,DISTINCTIVE PLA,15,15,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Fringe Benefits,NYS Cannabis Revenue,24800,NY Cannabis Rev,355,77,81,51,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Indirect Costs,NYS Cannabis Revenue,24800,NY Cannabis Rev,17,6,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Non-Personal Service,NYS Cannabis Revenue,24800,NY Cannabis Rev,"3,098",100,98,"1,003",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Motor Vehicles, Department of",Special Revenue Funds - Other,Personal Service,NYS Cannabis Revenue,24800,NY Cannabis Rev,530,117,125,80,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,Niagara Frontier Transportation Authority,Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,30000,Capital Project,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,682,0 ,0 ,0 
Transportation,"Thruway Authority, New York State",Capital Projects Funds - Other,Assistance and Grants,New York State Canal System Development Fund,30300,NYSCSDF,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,379","3,570","2,251","2,567","2,163","1,478","1,403","1,419","1,245",0 ,"1,671","1,473",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Thruway Authority, New York State",Capital Projects Funds - Other,Capital Projects,New York State Canal System Development Fund,30300,NYSCSDF,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,775",0 ,0 ,"2,864","2,269","1,639","2,076","2,103","2,887",641,367,"1,571","1,808"
Transportation,"Thruway Authority, New York State",Debt Service Funds,Debt Service,Emergency Highway Construction and Reconstruction Fund,217EH,Emer Hwy Con /D,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"28,896","27,964","29,528","29,420","29,309","35,566","22,199","29,253"
Transportation,"Thruway Authority, New York State",Debt Service Funds,Debt Service,Emergency Highway Reconditioning and Preservation Fund,215HR,Emerg Hwy R & P,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"19,212","26,792","26,060","28,768","27,673","23,790","33,310","27,351"
Transportation,"Thruway Authority, New York State",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"16,569","18,341","20,246",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Transportation,"Transportation, Department of",Capital Projects Funds - Federal,Assistance and Grants,Federal Capital Projects,313DD,Fed Grants-Cap,"675,203","561,007","357,886","420,142","469,715","523,861","542,490","449,709","496,923","645,439","407,205","507,288","642,033","420,430","404,541","369,431","311,431","426,204","328,806","291,247","250,800","313,802","272,091","241,556","86,016","2,449",76,461,"4,560",767,4,"1,152"
Transportation,"Transportation, Department of",Capital Projects Funds - Federal,Capital Projects,Federal Capital Projects,313DD,Fed Grants-Cap,"2,139,690","1,857,468","1,648,161","1,337,748","1,421,881","1,018,327","1,015,474","1,170,209","1,047,255","1,151,005","1,240,662","994,390","959,565","953,240","860,156","878,113","943,015","919,461","898,244","930,602","900,837","949,742","743,566","861,818","906,448","897,251","926,906","881,019","714,640","628,135","584,578","653,992"
Transportation,"Transportation, Department of",Capital Projects Funds - Federal,Assistance and Grants,Federal Capital Projects,313FS,Federal Stimulu,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,349","3,206","1,405","78,256","215,513","68,381",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
